25.04.2024 04:58:50.409: ================================================NEW LOG SESSION===================================================
25.04.2024 04:58:50.443: pflog in      pflog out              
18.09.2024 11:32:33.604:        0     0        0     0     0
18.09.2024 11:33:33.603:        0     0        0     0     0
18.09.2024 11:34:33.603:        0     0        0     0     0
18.09.2024 11:35:33.603:        0     0        0     0     0
18.09.2024 11:36:33.603:        0     0        0     0     0
18.09.2024 11:37:33.604:        0     0        0     0     0
18.09.2024 11:38:33.603: pflog in      pflog out              
18.09.2024 11:38:33.604:  packets  errs  packets  errs colls
18.09.2024 11:38:33.606:        0     0        0     0     0
18.09.2024 11:39:33.602:        0     0        0     0     0
18.09.2024 11:40:33.603:        0     0        0     0     0
18.09.2024 11:41:33.605:        0     0        0     0     0
18.09.2024 11:42:33.602:        0     0        0     0     0
18.09.2024 11:43:33.604:        0     0        0     0     0
18.09.2024 11:44:33.603:        0     0        0     0     0
18.09.2024 11:45:33.603:        0     0        0     0     0
18.09.2024 11:46:33.603:        0     0        0     0     0
18.09.2024 11:47:33.602:        0     0        0     0     0
18.09.2024 11:48:33.604:        0     0        0     0     0
18.09.2024 11:49:33.603:        0     0        0     0     0
18.09.2024 11:50:33.602:        0     0        0     0     0
18.09.2024 11:51:33.603:        0     0        0     0     0
18.09.2024 11:52:33.603:        0     0        0     0     0
18.09.2024 11:53:33.603:        0     0        0     0     0
18.09.2024 11:54:33.604:        0     0        0     0     0
18.09.2024 11:55:33.603:        0     0        0     0     0
18.09.2024 11:56:33.603:        0     0        0     0     0
18.09.2024 11:57:33.603:        0     0        0     0     0
18.09.2024 11:58:33.605:        0     0        0     0     0
18.09.2024 11:59:33.602: pflog in      pflog out              
18.09.2024 11:59:33.603:  packets  errs  packets  errs colls
18.09.2024 11:59:33.603:        0     0        0     0     0
18.09.2024 12:00:33.607:        0     0        0     0     0
18.09.2024 12:01:33.603:        0     0        0     0     0
18.09.2024 12:02:33.602:        0     0        0     0     0
18.09.2024 12:03:33.602:        0     0        0     0     0
18.09.2024 12:04:33.603:        0     0        0     0     0
18.09.2024 12:05:33.604:        0     0        0     0     0
18.09.2024 12:06:33.604:        0     0        0     0     0
18.09.2024 12:07:33.603:        0     0        0     0     0
18.09.2024 12:08:33.603:        0     0        0     0     0
18.09.2024 12:09:33.604:        0     0        0     0     0
18.09.2024 12:10:33.603:        0     0        0     0     0
18.09.2024 12:11:33.603:        0     0        0     0     0
18.09.2024 12:12:33.603:        0     0        0     0     0
18.09.2024 12:13:33.603:        0     0        0     0     0
18.09.2024 12:14:33.603:        0     0        0     0     0
18.09.2024 12:15:33.603:        0     0        0     0     0
18.09.2024 12:16:33.604:        0     0        0     0     0
18.09.2024 12:17:33.603:        0     0        0     0     0
18.09.2024 12:18:33.603:        0     0        0     0     0
18.09.2024 12:19:33.603:        0     0        0     0     0
18.09.2024 12:20:33.602: pflog in      pflog out              
18.09.2024 12:20:33.603:  packets  errs  packets  errs colls
18.09.2024 12:20:33.603:        0     0        0     0     0
18.09.2024 12:21:33.602:        0     0        0     0     0
18.09.2024 12:22:33.604:        0     0        0     0     0
18.09.2024 12:23:33.602:        0     0        0     0     0
18.09.2024 12:24:33.602:        0     0        0     0     0
18.09.2024 12:25:33.603:        0     0        0     0     0
18.09.2024 12:26:33.602:        0     0        0     0     0
18.09.2024 12:27:33.604:        0     0        0     0     0
18.09.2024 12:28:33.604:        0     0        0     0     0
18.09.2024 12:29:33.603:        0     0        0     0     0
18.09.2024 12:30:33.602:        0     0        0     0     0
18.09.2024 12:31:33.603:        0     0        0     0     0
18.09.2024 12:32:33.603:        0     0        0     0     0
18.09.2024 12:33:33.603:        0     0        0     0     0
18.09.2024 12:34:33.603:        0     0        0     0     0
18.09.2024 12:35:33.602:        0     0        0     0     0
18.09.2024 12:36:33.603:        0     0        0     0     0
18.09.2024 12:37:33.603:        0     0        0     0     0
18.09.2024 12:38:33.606:        0     0        0     0     0
18.09.2024 12:39:33.604:        0     0        0     0     0
18.09.2024 12:40:33.604:        0     0        0     0     0
18.09.2024 12:41:33.603: pflog in      pflog out              
18.09.2024 12:41:33.605:  packets  errs  packets  errs colls
18.09.2024 12:41:33.606:        0     0        0     0     0
18.09.2024 12:42:33.603:        0     0        0     0     0
18.09.2024 12:43:33.602:        0     0        0     0     0
18.09.2024 12:44:33.604:        0     0        0     0     0
18.09.2024 12:45:33.603:        0     0        0     0     0
18.09.2024 12:46:33.602:        0     0        0     0     0
18.09.2024 12:47:33.602:        0     0        0     0     0
18.09.2024 12:48:33.603:        0     0        0     0     0
18.09.2024 12:49:33.603:        0     0        0     0     0
18.09.2024 12:50:33.604:        0     0        0     0     0
18.09.2024 12:51:33.603:        0     0        0     0     0
18.09.2024 12:52:33.602:        0     0        0     0     0
18.09.2024 12:53:33.602:        0     0        0     0     0
18.09.2024 12:54:33.603:        0     0        0     0     0
18.09.2024 12:55:33.604:        0     0        0     0     0
18.09.2024 12:56:33.602:        0     0        0     0     0
18.09.2024 12:57:33.603:        0     0        0     0     0
18.09.2024 12:58:33.602:        0     0        0     0     0
18.09.2024 12:59:33.603:        0     0        0     0     0
18.09.2024 13:00:33.603:        0     0        0     0     0
18.09.2024 13:01:33.604:        0     0        0     0     0
18.09.2024 13:02:33.603: pflog in      pflog out              
18.09.2024 13:02:33.604:  packets  errs  packets  errs colls
18.09.2024 13:02:33.605:        0     0        0     0     0
18.09.2024 13:03:33.602:        0     0        0     0     0
18.09.2024 13:04:33.603:        0     0        0     0     0
18.09.2024 13:05:33.603:        0     0        0     0     0
18.09.2024 13:06:33.604:        0     0        0     0     0
18.09.2024 13:07:33.602:        0     0        0     0     0
18.09.2024 13:08:33.603:        0     0        0     0     0
18.09.2024 13:09:33.603:        0     0        0     0     0
18.09.2024 13:10:33.602:        0     0        0     0     0
18.09.2024 13:11:33.604:        0     0        0     0     0
18.09.2024 13:12:33.604:        0     0        0     0     0
18.09.2024 13:13:33.604:        0     0        0     0     0
18.09.2024 13:14:33.603:        0     0        0     0     0
18.09.2024 13:15:33.604:        0     0        0     0     0
18.09.2024 13:16:33.605:        0     0        0     0     0
18.09.2024 13:17:33.604:        0     0        0     0     0
18.09.2024 13:18:33.602:        0     0        0     0     0
18.09.2024 13:19:33.602:        0     0        0     0     0
18.09.2024 13:20:33.602:        0     0        0     0     0
18.09.2024 13:21:33.603:        0     0        0     0     0
18.09.2024 13:22:33.605:        0     0        0     0     0
18.09.2024 13:23:33.603: pflog in      pflog out              
18.09.2024 13:23:33.604:  packets  errs  packets  errs colls
18.09.2024 13:23:33.604:        0     0        0     0     0
18.09.2024 13:24:33.606:        0     0        0     0     0
18.09.2024 13:25:33.602:        0     0        0     0     0
18.09.2024 13:26:33.602:        0     0        0     0     0
18.09.2024 13:27:33.603:        0     0        0     0     0
18.09.2024 13:28:33.604:        0     0        0     0     0
18.09.2024 13:29:33.604:        0     0        0     0     0
18.09.2024 13:30:33.603:        0     0        0     0     0
18.09.2024 13:31:33.603:        0     0        0     0     0
18.09.2024 13:32:33.602:        0     0        0     0     0
19.09.2024 04:38:24.226: ================================================NEW LOG SESSION===================================================
19.09.2024 04:38:24.309: pflog in      pflog out              
19.09.2024 04:38:24.309:  packets  errs  packets  errs colls
19.09.2024 04:38:24.309:        0     0        0     0     0
19.09.2024 04:39:24.176:        0     0        0     0     0
19.09.2024 04:40:24.176:        0     0        0     0     0
19.09.2024 04:41:24.175:        0     0        0     0     0
19.09.2024 04:42:24.175:        0     0        0     0     0
19.09.2024 04:43:24.174:        0     0        0     0     0
19.09.2024 04:44:24.175:        0     0        0     0     0
19.09.2024 04:45:24.177:        0     0        0     0     0
19.09.2024 04:46:24.176:        0     0        0     0     0
19.09.2024 04:47:24.175:        0     0        0     0     0
19.09.2024 04:48:24.174:        0     0        0     0     0
19.09.2024 04:49:24.174:        0     0        0     0     0
19.09.2024 04:50:24.177:        0     0        0     0     0
19.09.2024 04:51:24.175:        0     0        0     0     0
19.09.2024 04:52:24.175:        0     0        0     0     0
19.09.2024 04:53:24.174:        0     0        0     0     0
19.09.2024 04:54:24.175:        0     0        0     0     0
19.09.2024 04:55:24.175:        0     0        0     0     0
19.09.2024 04:56:24.176:        0     0        0     0     0
19.09.2024 04:57:24.176:        0     0        0     0     0
19.09.2024 04:58:24.175:        0     0        0     0     0
19.09.2024 04:59:24.174: pflog in      pflog out              
19.09.2024 04:59:24.175:  packets  errs  packets  errs colls
19.09.2024 04:59:24.176:        0     0        0     0     0
19.09.2024 05:00:24.174:        0     0        0     0     0
19.09.2024 05:01:24.175:        0     0        0     0     0
19.09.2024 05:02:24.175:        0     0        0     0     0
19.09.2024 05:03:24.175:        0     0        0     0     0
19.09.2024 05:04:24.174:        0     0        0     0     0
19.09.2024 05:05:24.175:        0     0        0     0     0
19.09.2024 05:06:24.176:        0     0        0     0     0
19.09.2024 05:07:24.176:        0     0        0     0     0
19.09.2024 05:08:24.176:        0     0        0     0     0
19.09.2024 05:09:24.178:        0     0        0     0     0
19.09.2024 05:10:24.177:        0     0        0     0     0
19.09.2024 05:11:24.179:        0     0        0     0     0
19.09.2024 05:12:24.179:        0     0        0     0     0
19.09.2024 05:13:24.176:        0     0        0     0     0
19.09.2024 05:14:24.175:        0     0        0     0     0
19.09.2024 05:15:24.175:        0     0        0     0     0
19.09.2024 05:16:24.174:        0     0        0     0     0
19.09.2024 05:17:24.176:        0     0        0     0     0
19.09.2024 05:18:24.176:        0     0        0     0     0
19.09.2024 05:19:24.175:        0     0        0     0     0
19.09.2024 05:20:24.174: pflog in      pflog out              
19.09.2024 05:20:24.175:  packets  errs  packets  errs colls
19.09.2024 05:20:24.177:        0     0        0     0     0
19.09.2024 05:21:24.174:        0     0        0     0     0
19.09.2024 05:22:24.175:        0     0        0     0     0
19.09.2024 05:23:24.176:        0     0        0     0     0
19.09.2024 05:24:24.177:        0     0        0     0     0
19.09.2024 05:25:24.175:        0     0        0     0     0
19.09.2024 05:26:24.177:        0     0        0     0     0
19.09.2024 05:27:24.175:        0     0        0     0     0
19.09.2024 05:28:24.176:        0     0        0     0     0
19.09.2024 05:29:24.176:        0     0        0     0     0
19.09.2024 05:30:24.179:        0     0        0     0     0
19.09.2024 05:31:24.177:        0     0        0     0     0
19.09.2024 05:32:24.175:        0     0        0     0     0
19.09.2024 05:33:24.174:        0     0        0     0     0
19.09.2024 05:34:24.175:        0     0        0     0     0
19.09.2024 05:35:24.176:        0     0        0     0     0
19.09.2024 05:36:24.174:        0     0        0     0     0
19.09.2024 05:37:24.175:        0     0        0     0     0
19.09.2024 05:38:24.175:        0     0        0     0     0
19.09.2024 05:39:24.176:        0     0        0     0     0
19.09.2024 05:40:24.175:        0     0        0     0     0
19.09.2024 05:41:24.175: pflog in      pflog out              
19.09.2024 05:41:24.176:  packets  errs  packets  errs colls
19.09.2024 05:41:24.177:        0     0        0     0     0
19.09.2024 05:42:24.174:        0     0        0     0     0
19.09.2024 05:43:24.175:        0     0        0     0     0
19.09.2024 05:44:24.174:        0     0        0     0     0
19.09.2024 05:45:24.177:        0     0        0     0     0
19.09.2024 05:46:24.175:        0     0        0     0     0
19.09.2024 05:47:24.175:        0     0        0     0     0
19.09.2024 05:48:24.175:        0     0        0     0     0
19.09.2024 05:49:24.174:        0     0        0     0     0
19.09.2024 05:50:24.175:        0     0        0     0     0
19.09.2024 05:51:24.176:        0     0        0     0     0
19.09.2024 05:52:24.176:        0     0        0     0     0
19.09.2024 05:53:24.175:        0     0        0     0     0
19.09.2024 05:54:24.174:        0     0        0     0     0
19.09.2024 05:55:24.174:        0     0        0     0     0
19.09.2024 05:56:24.177:        0     0        0     0     0
19.09.2024 05:57:24.176:        0     0        0     0     0
19.09.2024 05:58:24.174:        0     0        0     0     0
19.09.2024 05:59:24.176:        0     0        0     0     0
19.09.2024 06:00:24.175:        0     0        0     0     0
19.09.2024 06:01:24.176:        0     0        0     0     0
19.09.2024 06:02:24.175: pflog in      pflog out              
19.09.2024 06:02:24.176:  packets  errs  packets  errs colls
19.09.2024 06:02:24.177:        0     0        0     0     0
19.09.2024 06:03:24.176:        0     0        0     0     0
19.09.2024 06:04:24.175:        0     0        0     0     0
19.09.2024 06:05:24.175:        0     0        0     0     0
19.09.2024 06:06:24.174:        0     0        0     0     0
19.09.2024 06:07:24.175:        0     0        0     0     0
19.09.2024 06:08:24.175:        0     0        0     0     0
19.09.2024 06:09:24.175:        0     0        0     0     0
19.09.2024 06:10:24.174:        0     0        0     0     0
19.09.2024 06:11:24.174:        0     0        0     0     0
19.09.2024 06:12:24.175:        0     0        0     0     0
19.09.2024 06:13:24.176:        0     0        0     0     0
19.09.2024 06:14:24.176:        0     0        0     0     0
19.09.2024 06:15:24.175:        0     0        0     0     0
19.09.2024 06:16:24.174:        0     0        0     0     0
19.09.2024 06:17:24.175:        0     0        0     0     0
19.09.2024 06:18:24.180:        0     0        0     0     0
19.09.2024 06:19:24.176:        0     0        0     0     0
19.09.2024 06:20:24.174:        0     0        0     0     0
19.09.2024 06:21:24.175:        0     0        0     0     0
19.09.2024 06:22:24.175:        0     0        0     0     0
19.09.2024 06:23:24.175: pflog in      pflog out              
19.09.2024 06:23:24.176:  packets  errs  packets  errs colls
19.09.2024 06:23:24.177:        0     0        0     0     0
19.09.2024 06:24:24.176:        0     0        0     0     0
19.09.2024 06:25:24.175:        0     0        0     0     0
19.09.2024 06:26:24.175:        0     0        0     0     0
19.09.2024 06:27:24.174:        0     0        0     0     0
19.09.2024 06:28:24.175:        0     0        0     0     0
19.09.2024 06:29:24.175:        0     0        0     0     0
19.09.2024 06:30:24.175:        0     0        0     0     0
19.09.2024 06:31:24.175:        0     0        0     0     0
19.09.2024 06:32:24.175:        0     0        0     0     0
19.09.2024 06:33:24.175:        0     0        0     0     0
19.09.2024 06:34:24.176:        0     0        0     0     0
19.09.2024 06:35:24.175:        0     0        0     0     0
19.09.2024 06:36:24.176:        0     0        0     0     0
19.09.2024 06:37:24.176:        0     0        0     0     0
19.09.2024 06:38:24.174:        0     0        0     0     0
19.09.2024 06:39:24.175:        0     0        0     0     0
19.09.2024 06:40:24.176:        0     0        0     0     0
19.09.2024 06:41:24.175:        0     0        0     0     0
19.09.2024 06:42:24.175:        0     0        0     0     0
19.09.2024 06:43:24.174:        0     0        0     0     0
19.09.2024 06:44:24.175: pflog in      pflog out              
19.09.2024 06:44:24.175:  packets  errs  packets  errs colls
19.09.2024 06:44:24.176:        0     0        0     0     0
19.09.2024 06:45:24.176:        0     0        0     0     0
19.09.2024 06:46:24.175:        0     0        0     0     0
19.09.2024 06:47:24.175:        0     0        0     0     0
19.09.2024 06:48:24.175:        0     0        0     0     0
19.09.2024 06:49:24.175:        0     0        0     0     0
19.09.2024 06:50:24.175:        0     0        0     0     0
19.09.2024 06:51:24.175:        0     0        0     0     0
19.09.2024 06:52:24.175:        0     0        0     0     0
19.09.2024 06:53:24.175:        0     0        0     0     0
19.09.2024 06:54:24.175:        0     0        0     0     0
19.09.2024 06:55:24.175:        0     0        0     0     0
19.09.2024 06:56:24.183:        0     0        0     0     0
19.09.2024 06:57:24.175:        0     0        0     0     0
19.09.2024 06:58:24.176:        0     0        0     0     0
19.09.2024 06:59:24.175:        0     0        0     0     0
19.09.2024 07:00:24.174:        0     0        0     0     0
19.09.2024 07:01:24.176:        0     0        0     0     0
19.09.2024 07:02:24.175:        0     0        0     0     0
19.09.2024 07:03:24.175:        0     0        0     0     0
19.09.2024 07:04:24.175:        0     0        0     0     0
19.09.2024 07:05:24.174: pflog in      pflog out              
19.09.2024 07:05:24.175:  packets  errs  packets  errs colls
19.09.2024 07:05:24.176:        0     0        0     0     0
19.09.2024 07:06:24.175:        0     0        0     0     0
19.09.2024 07:07:24.176:        0     0        0     0     0
19.09.2024 07:08:24.175:        0     0        0     0     0
19.09.2024 07:09:24.175:        0     0        0     0     0
19.09.2024 07:10:24.174:        0     0        0     0     0
19.09.2024 07:11:24.176:        0     0        0     0     0
19.09.2024 07:12:24.174:        0     0        0     0     0
19.09.2024 07:13:24.175:        0     0        0     0     0
19.09.2024 07:14:24.176:        0     0        0     0     0
19.09.2024 07:15:24.174:        0     0        0     0     0
19.09.2024 07:16:24.174:        0     0        0     0     0
19.09.2024 07:17:24.175:        0     0        0     0     0
19.09.2024 07:18:24.175:        0     0        0     0     0
19.09.2024 07:19:24.176:        0     0        0     0     0
19.09.2024 07:20:24.176:        0     0        0     0     0
19.09.2024 07:21:24.174:        0     0        0     0     0
19.09.2024 07:22:24.175:        0     0        0     0     0
19.09.2024 07:23:24.175:        0     0        0     0     0
19.09.2024 07:24:24.176:        0     0        0     0     0
19.09.2024 07:25:24.176:        0     0        0     0     0
19.09.2024 07:26:24.174: pflog in      pflog out              
19.09.2024 07:26:24.175:  packets  errs  packets  errs colls
19.09.2024 07:26:24.175:        0     0        0     0     0
19.09.2024 07:27:24.175:        0     0        0     0     0
19.09.2024 07:28:24.174:        0     0        0     0     0
19.09.2024 07:29:24.176:        0     0        0     0     0
19.09.2024 07:30:24.176:        0     0        0     0     0
19.09.2024 07:31:24.176:        0     0        0     0     0
19.09.2024 07:32:24.177:        0     0        0     0     0
19.09.2024 07:33:24.174:        0     0        0     0     0
19.09.2024 07:34:24.174:        0     0        0     0     0
19.09.2024 07:35:24.175:        0     0        0     0     0
19.09.2024 07:36:24.177:        0     0        0     0     0
19.09.2024 07:37:24.174:        0     0        0     0     0
19.09.2024 07:38:24.175:        0     0        0     0     0
19.09.2024 07:39:24.174:        0     0        0     0     0
19.09.2024 07:40:24.176:        0     0        0     0     0
19.09.2024 07:41:24.176:        0     0        0     0     0
19.09.2024 07:42:24.176:        0     0        0     0     0
19.09.2024 07:43:24.175:        0     0        0     0     0
19.09.2024 07:44:24.174:        0     0        0     0     0
19.09.2024 07:45:24.175:        0     0        0     0     0
19.09.2024 07:46:24.175:        0     0        0     0     0
19.09.2024 07:47:24.175: pflog in      pflog out              
19.09.2024 07:47:24.176:  packets  errs  packets  errs colls
19.09.2024 07:47:24.176:        0     0        0     0     0
19.09.2024 07:48:24.175:        0     0        0     0     0
19.09.2024 07:49:24.174:        0     0        0     0     0
19.09.2024 07:50:24.176:        0     0        0     0     0
19.09.2024 07:51:24.176:        0     0        0     0     0
19.09.2024 07:52:24.176:        0     0        0     0     0
19.09.2024 07:53:24.176:        0     0        0     0     0
19.09.2024 07:54:24.175:        0     0        0     0     0
19.09.2024 07:55:24.175:        0     0        0     0     0
19.09.2024 07:56:24.174:        0     0        0     0     0
19.09.2024 07:57:24.176:        0     0        0     0     0
19.09.2024 07:58:24.176:        0     0        0     0     0
19.09.2024 07:59:24.175:        0     0        0     0     0
19.09.2024 08:00:24.175:        0     0        0     0     0
19.09.2024 08:01:24.175:        0     0        0     0     0
19.09.2024 08:02:24.176:        0     0        0     0     0
19.09.2024 08:03:24.178:        0     0        0     0     0
19.09.2024 08:04:24.176:        0     0        0     0     0
19.09.2024 08:05:24.174:        0     0        0     0     0
19.09.2024 08:06:24.175:        0     0        0     0     0
19.09.2024 08:07:24.175:        0     0        0     0     0
19.09.2024 08:08:24.175: pflog in      pflog out              
19.09.2024 08:08:24.176:  packets  errs  packets  errs colls
19.09.2024 08:08:24.177:        0     0        0     0     0
19.09.2024 08:09:24.176:        0     0        0     0     0
19.09.2024 08:10:24.175:        0     0        0     0     0
19.09.2024 08:11:24.174:        0     0        0     0     0
19.09.2024 08:12:24.175:        0     0        0     0     0
19.09.2024 08:13:24.176:        0     0        0     0     0
19.09.2024 08:14:24.176:        0     0        0     0     0
19.09.2024 08:15:24.175:        0     0        0     0     0
19.09.2024 08:16:24.174:        0     0        0     0     0
19.09.2024 08:17:24.175:        0     0        0     0     0
19.09.2024 08:18:24.174:        0     0        0     0     0
19.09.2024 08:19:24.175:        0     0        0     0     0
19.09.2024 08:20:24.175:        0     0        0     0     0
19.09.2024 08:21:24.176:        0     0        0     0     0
19.09.2024 08:22:24.175:        0     0        0     0     0
19.09.2024 08:23:24.175:        0     0        0     0     0
19.09.2024 08:24:24.175:        0     0        0     0     0
19.09.2024 08:25:24.176:        0     0        0     0     0
19.09.2024 08:26:24.176:        0     0        0     0     0
19.09.2024 08:27:24.176:        0     0        0     0     0
19.09.2024 08:28:24.175:        0     0        0     0     0
19.09.2024 08:29:24.174: pflog in      pflog out              
19.09.2024 08:29:24.175:  packets  errs  packets  errs colls
19.09.2024 08:29:24.176:        0     0        0     0     0
19.09.2024 08:30:24.176:        0     0        0     0     0
19.09.2024 08:31:24.175:        0     0        0     0     0
19.09.2024 08:32:24.175:        0     0        0     0     0
19.09.2024 08:33:24.175:        0     0        0     0     0
19.09.2024 08:34:24.177:        0     0        0     0     0
19.09.2024 08:35:24.174:        0     0        0     0     0
19.09.2024 08:36:24.175:        0     0        0     0     0
19.09.2024 08:37:24.175:        0     0        0     0     0
19.09.2024 08:38:24.174:        0     0        0     0     0
19.09.2024 08:39:24.175:        0     0        0     0     0
19.09.2024 08:40:24.174:        0     0        0     0     0
19.09.2024 08:41:24.176:        0     0        0     0     0
19.09.2024 08:42:24.176:        0     0        0     0     0
19.09.2024 08:43:24.175:        0     0        0     0     0
19.09.2024 08:44:24.174:        0     0        0     0     0
19.09.2024 08:45:24.174:        0     0        0     0     0
19.09.2024 08:46:24.174:        0     0        0     0     0
19.09.2024 08:47:24.178:        0     0        0     0     0
19.09.2024 08:48:24.175:        0     0        0     0     0
19.09.2024 08:49:24.174:        0     0        0     0     0
19.09.2024 08:50:24.174: pflog in      pflog out              
19.09.2024 08:50:24.175:  packets  errs  packets  errs colls
19.09.2024 08:50:24.175:        0     0        0     0     0
19.09.2024 08:51:24.174:        0     0        0     0     0
19.09.2024 08:52:24.176:        0     0        0     0     0
19.09.2024 08:53:24.175:        0     0        0     0     0
19.09.2024 08:54:24.176:        0     0        0     0     0
19.09.2024 08:55:24.175:        0     0        0     0     0
19.09.2024 08:56:24.175:        0     0        0     0     0
19.09.2024 08:57:24.174:        0     0        0     0     0
19.09.2024 08:58:24.175:        0     0        0     0     0
19.09.2024 08:59:24.176:        0     0        0     0     0
19.09.2024 09:00:24.174:        0     0        0     0     0
19.09.2024 09:01:24.175:        0     0        0     0     0
19.09.2024 09:02:24.175:        0     0        0     0     0
19.09.2024 09:03:24.176:        0     0        0     0     0
19.09.2024 09:04:24.176:        0     0        0     0     0
19.09.2024 09:05:24.176:        0     0        0     0     0
19.09.2024 09:06:24.177:        0     0        0     0     0
19.09.2024 09:07:24.175:        0     0        0     0     0
19.09.2024 09:08:24.175:        0     0        0     0     0
19.09.2024 09:09:24.175:        0     0        0     0     0
19.09.2024 09:10:24.176:        0     0        0     0     0
19.09.2024 09:11:24.174: pflog in      pflog out              
19.09.2024 09:11:24.175:  packets  errs  packets  errs colls
19.09.2024 09:11:24.176:        0     0        0     0     0
19.09.2024 09:12:24.175:        0     0        0     0     0
19.09.2024 09:13:24.175:        0     0        0     0     0
19.09.2024 09:14:24.178:        0     0        0     0     0
19.09.2024 09:15:24.175:        0     0        0     0     0
19.09.2024 09:16:24.175:        0     0        0     0     0
19.09.2024 09:17:24.174:        0     0        0     0     0
19.09.2024 09:18:24.175:        0     0        0     0     0
19.09.2024 09:19:24.175:        0     0        0     0     0
19.09.2024 09:20:24.175:        0     0        0     0     0
19.09.2024 09:21:24.176:        0     0        0     0     0
19.09.2024 09:22:24.174:        0     0        0     0     0
19.09.2024 09:23:24.174:        0     0        0     0     0
19.09.2024 09:24:24.180:        0     0        0     0     0
19.09.2024 09:25:24.175:        0     0        0     0     0
19.09.2024 09:26:24.175:        0     0        0     0     0
19.09.2024 09:27:24.175:        0     0        0     0     0
19.09.2024 09:28:24.176:        0     0        0     0     0
19.09.2024 09:29:24.174:        0     0        0     0     0
19.09.2024 09:30:24.175:        0     0        0     0     0
19.09.2024 09:31:24.176:        0     0        0     0     0
19.09.2024 09:32:24.175: pflog in      pflog out              
19.09.2024 09:32:24.177:  packets  errs  packets  errs colls
19.09.2024 09:32:24.186:        0     0        0     0     0
19.09.2024 09:33:24.175:        0     0        0     0     0
19.09.2024 09:34:24.177:        0     0        0     0     0
19.09.2024 09:35:24.174:        0     0        0     0     0
19.09.2024 09:36:24.175:        0     0        0     0     0
19.09.2024 09:37:24.175:        0     0        0     0     0
19.09.2024 09:38:24.175:        0     0        0     0     0
19.09.2024 09:39:24.174:        0     0        0     0     0
19.09.2024 09:40:24.174:        0     0        0     0     0
19.09.2024 09:41:24.174:        0     0        0     0     0
19.09.2024 09:42:24.176:        0     0        0     0     0
19.09.2024 09:43:24.175:        0     0        0     0     0
19.09.2024 09:44:24.175:        0     0        0     0     0
19.09.2024 09:45:24.177:        0     0        0     0     0
19.09.2024 09:46:24.174:        0     0        0     0     0
19.09.2024 09:47:24.175:        0     0        0     0     0
19.09.2024 09:48:24.176:        0     0        0     0     0
19.09.2024 09:49:24.175:        0     0        0     0     0
19.09.2024 09:50:24.175:        0     0        0     0     0
19.09.2024 09:51:24.175:        0     0        0     0     0
19.09.2024 09:52:24.174:        0     0        0     0     0
19.09.2024 09:53:24.175: pflog in      pflog out              
19.09.2024 09:53:24.176:  packets  errs  packets  errs colls
19.09.2024 09:53:24.176:        0     0        0     0     0
19.09.2024 09:54:24.176:        0     0        0     0     0
19.09.2024 09:55:24.175:        0     0        0     0     0
19.09.2024 09:56:24.175:        0     0        0     0     0
19.09.2024 09:57:24.174:        0     0        0     0     0
19.09.2024 09:58:24.180:        0     0        0     0     0
19.09.2024 09:59:24.175:        0     0        0     0     0
19.09.2024 10:00:24.176:        0     0        0     0     0
19.09.2024 10:01:24.174:        0     0        0     0     0
19.09.2024 10:02:24.175:        0     0        0     0     0
19.09.2024 10:03:24.176:        0     0        0     0     0
19.09.2024 10:04:24.176:        0     0        0     0     0
19.09.2024 10:05:24.175:        0     0        0     0     0
19.09.2024 10:06:24.174:        0     0        0     0     0
19.09.2024 10:07:24.174:        0     0        0     0     0
19.09.2024 10:08:24.177:        0     0        0     0     0
19.09.2024 10:09:24.176:        0     0        0     0     0
19.09.2024 10:10:24.175:        0     0        0     0     0
19.09.2024 10:11:24.175:        0     0        0     0     0
19.09.2024 10:12:24.174:        0     0        0     0     0
19.09.2024 10:13:24.176:        0     0        0     0     0
19.09.2024 10:14:24.175: pflog in      pflog out              
19.09.2024 10:14:24.175:  packets  errs  packets  errs colls
19.09.2024 10:14:24.176:        0     0        0     0     0
19.09.2024 10:15:24.175:        0     0        0     0     0
19.09.2024 10:16:24.175:        0     0        0     0     0
19.09.2024 10:17:24.174:        0     0        0     0     0
19.09.2024 10:18:24.175:        0     0        0     0     0
19.09.2024 10:19:24.174:        0     0        0     0     0
19.09.2024 10:20:24.175:        0     0        0     0     0
19.09.2024 10:21:24.176:        0     0        0     0     0
19.09.2024 10:22:24.176:        0     0        0     0     0
19.09.2024 10:23:24.177:        0     0        0     0     0
19.09.2024 10:24:24.174:        0     0        0     0     0
19.09.2024 10:25:24.174:        0     0        0     0     0
19.09.2024 10:26:24.175:        0     0        0     0     0
19.09.2024 10:27:24.175:        0     0        0     0     0
19.09.2024 10:28:24.175:        0     0        0     0     0
19.09.2024 10:29:24.175:        0     0        0     0     0
19.09.2024 10:30:24.175:        0     0        0     0     0
19.09.2024 10:31:24.176:        0     0        0     0     0
19.09.2024 10:32:24.175:        0     0        0     0     0
19.09.2024 10:33:24.176:        0     0        0     0     0
19.09.2024 10:34:24.175:        0     0        0     0     0
19.09.2024 10:35:24.174: pflog in      pflog out              
19.09.2024 10:35:24.175:  packets  errs  packets  errs colls
19.09.2024 10:35:24.176:        0     0        0     0     0
19.09.2024 10:36:24.174:        0     0        0     0     0
19.09.2024 10:37:24.176:        0     0        0     0     0
19.09.2024 10:38:24.176:        0     0        0     0     0
19.09.2024 10:39:24.175:        0     0        0     0     0
